source_id,target_id,relation_type,relation_content
48,1948,location,China
48,1974,location,China
48,1974,loss,Huge Loss
48,1974,scale,Huge
48,1975,location,China
48,2019,location,China
48,2019,loss,Huge Loss
48,2023,location,"China,Sichuan,Ngawa Tibetan and Qiang Autonomous Prefecture"
48,2023,loss,Huge Loss
48,2023,scale,Huge
48,2041,loss,Huge Loss
57,68,type,Other
57,83,type,Other
57,168,time,"('2010-01-01', '2010-12-31')"
57,170,type,Other
57,170,control,Infrastructure and Construction Measures
57,295,type,Other
57,298,type,Other
57,366,type,Other
57,380,type,Other
57,454,type,Other
57,459,time,"('2010-01-01', '2010-12-31')"
57,501,type,Other
57,548,type,Other
57,586,time,"('2010-06-28', '2010-06-28')"
57,661,control,Infrastructure and Construction Measures
57,701,control,Infrastructure and Construction Measures
57,725,time,"('2010-01-01', '2010-12-31')"
57,756,time,"('2010-01-01', '2010-12-31')"
57,793,type,Other
57,819,time,"('2010-12-01', '2010-12-31')"
57,861,time,"('2010-01-01', '2010-12-31')"
57,956,type,Other
57,1000,type,Other
57,1000,control,Infrastructure and Construction Measures
57,1002,type,Other
57,1005,type,Other
57,1059,type,Other
57,1085,type,Other
57,1104,control,Infrastructure and Construction Measures
57,1127,time,"('2010-01-01', '2010-12-31')"
57,1173,control,Infrastructure and Construction Measures
57,1228,type,Other
57,1235,type,Other
57,1281,type,Other
57,1281,control,Infrastructure and Construction Measures
57,1347,type,Other
57,1349,time,"('2010-02-20', '2010-02-20')"
57,1380,time,"('2010-08-13', '2010-08-13')"
57,1380,type,Other
57,1410,type,Other
57,1429,type,Other
57,1431,control,Infrastructure and Construction Measures
57,1455,time,"('2010-01-01', '2010-12-31')"
57,1463,type,Other
57,1487,type,Other
57,1491,type,Other
57,1494,time,"('2010-01-01', '2010-12-31')"
57,1521,type,Other
57,1575,type,Other
57,1678,type,Other
57,1688,control,Infrastructure and Construction Measures
57,1704,type,Other
57,1712,type,Other
57,1766,type,Other
57,1849,type,Other
57,1849,control,Infrastructure and Construction Measures
57,1900,type,Other
57,1910,type,Other
57,1915,type,Other
57,1974,type,Other
57,1975,type,Other
57,2023,control,Infrastructure and Construction Measures
57,2035,control,Infrastructure and Construction Measures
57,2041,control,Infrastructure and Construction Measures
68,76,loss,Other
68,83,time,"('1985-11-01', '1985-11-30')"
68,83,type,Other
68,170,type,Other
68,188,location,United States
68,265,loss,Other
68,265,scale,Large
68,295,type,Other
68,298,type,Other
68,344,scale,Large
68,366,type,Other
68,366,loss,Other
68,366,scale,Large
68,380,type,Other
68,380,loss,Other
68,392,loss,Other
68,414,factor,Other
68,425,loss,Other
68,433,location,United States
68,437,loss,Other
68,454,type,Other
68,468,loss,Other
68,473,location,United States
68,501,type,Other
68,513,loss,Other
68,513,scale,Large
68,548,type,Other
68,549,location,United States
68,586,scale,Large
68,586,factor,Other
68,589,loss,Other
68,603,loss,Other
68,613,loss,Other
68,661,loss,Other
68,701,time,"('1985-11-01', '1985-11-30')"
68,705,factor,Other
68,756,time,"('1985-11-01', '1985-11-30')"
68,756,factor,Other
68,793,type,Other
68,793,factor,Other
68,811,loss,Other
68,831,factor,Other
68,858,scale,Large
68,911,loss,Other
68,911,factor,Other
68,922,loss,Other
68,956,type,Other
68,956,factor,Other
68,994,loss,Other
68,1000,type,Other
68,1002,type,Other
68,1002,loss,Other
68,1005,type,Other
68,1026,location,United States
68,1026,factor,Other
68,1056,factor,Other
68,1059,location,United States
68,1059,type,Other
68,1085,type,Other
68,1127,time,"('1985-11-01', '1985-11-30')"
68,1173,scale,Large
68,1224,loss,Other
68,1224,scale,Large
68,1228,type,Other
68,1235,type,Other
68,1271,location,United States
68,1281,type,Other
68,1281,factor,Other
68,1347,type,Other
68,1380,type,Other
68,1380,loss,Other
68,1380,scale,Large
68,1410,type,Other
68,1410,loss,Other
68,1410,scale,Large
68,1429,type,Other
68,1463,type,Other
68,1463,factor,Other
68,1487,type,Other
68,1487,factor,Other
68,1491,type,Other
68,1494,loss,Other
68,1505,factor,Other
68,1521,type,Other
68,1575,type,Other
68,1575,loss,Other
68,1678,type,Other
68,1678,loss,Other
68,1678,scale,Large
68,1693,scale,Large
68,1693,factor,Other
68,1698,scale,Large
68,1702,loss,Other
68,1702,scale,Large
68,1704,type,Other
68,1712,type,Other
68,1714,time,"('1985-11-01', '1985-11-30')"
68,1714,loss,Other
68,1728,loss,Other
68,1743,factor,Other
68,1753,factor,Other
68,1766,type,Other
68,1766,loss,Other
68,1795,loss,Other
68,1814,loss,Other
68,1849,type,Other
68,1849,loss,Other
68,1865,loss,Other
68,1865,scale,Large
68,1866,loss,Other
68,1866,scale,Large
68,1888,factor,Other
68,1899,loss,Other
68,1900,type,Other
68,1910,type,Other
68,1915,type,Other
68,1915,factor,Other
68,1948,scale,Large
68,1974,type,Other
68,1975,type,Other
68,1975,loss,Other
68,1990,factor,Other
68,2019,scale,Large
68,2041,factor,Other
76,152,location,China
76,168,time,"('2012-07-31', '2012-07-31')"
76,168,location,China
76,168,index,Volume
76,170,index,Volume
76,171,method,Modeling and Analysis
76,193,index,Volume
76,265,loss,Other
76,295,location,China
76,295,scale,Huge
76,295,method,Modeling and Analysis
76,366,location,China
76,366,loss,Other
76,372,location,China
76,372,scale,Huge
76,380,location,China
76,380,loss,Other
76,380,scale,Huge
76,392,location,China
76,392,loss,Other
76,392,index,Volume
76,392,method,Modeling and Analysis
76,425,location,China
76,425,loss,Other
76,437,loss,Other
76,437,method,Modeling and Analysis
76,454,scale,Huge
76,459,time,"('2012-07-31', '2012-07-31')"
76,459,location,China
76,468,location,China
76,468,loss,Other
76,468,index,Volume
76,501,location,China
76,501,method,Modeling and Analysis
76,502,index,Volume
76,513,location,China
76,513,loss,Other
76,548,method,Modeling and Analysis
76,549,method,Modeling and Analysis
76,586,location,China
76,586,index,Volume
76,586,method,Modeling and Analysis
76,589,loss,Other
76,589,scale,Huge
76,603,location,China
76,603,loss,Other
76,603,method,Modeling and Analysis
76,613,loss,Other
76,661,loss,Other
76,661,index,Volume
76,705,location,China
76,706,index,Volume
76,756,time,"('2012-07-31', '2012-07-31')"
76,756,index,Volume
76,784,location,China
76,793,method,Modeling and Analysis
76,811,location,China
76,811,loss,Other
76,811,scale,Huge
76,819,index,Volume
76,831,location,China
76,831,scale,Huge
76,841,index,Volume
76,841,method,Modeling and Analysis
76,858,location,China
76,858,index,Volume
76,861,method,Modeling and Analysis
76,863,location,China
76,884,location,China
76,884,scale,Huge
76,884,method,Modeling and Analysis
76,911,loss,Other
76,911,index,Volume
76,922,loss,Other
76,922,index,Volume
76,943,location,China
76,956,location,China
76,994,location,China
76,994,loss,Other
76,1000,location,China
76,1002,location,China
76,1002,loss,Other
76,1002,scale,Huge
76,1005,location,China
76,1056,location,China
76,1056,method,Modeling and Analysis
76,1085,location,China
76,1085,scale,Huge
76,1088,scale,Huge
76,1127,time,"('2012-07-31', '2012-07-31')"
76,1173,location,China
76,1224,loss,Other
76,1224,index,Volume
76,1228,location,China
76,1235,index,Volume
76,1235,scale,Huge
76,1248,location,China
76,1248,scale,Huge
76,1248,method,Modeling and Analysis
76,1271,scale,Huge
76,1281,location,China
76,1281,method,Modeling and Analysis
76,1298,scale,Huge
76,1339,index,Volume
76,1339,method,Modeling and Analysis
76,1380,location,China
76,1380,loss,Other
76,1384,scale,Huge
76,1410,loss,Other
76,1410,method,Modeling and Analysis
76,1431,location,China
76,1431,scale,Huge
76,1431,method,Modeling and Analysis
76,1455,time,"('2012-07-31', '2012-07-31')"
76,1455,location,China
76,1463,location,China
76,1463,method,Modeling and Analysis
76,1487,index,Volume
76,1491,location,China
76,1491,index,Volume
76,1494,time,"('2012-07-31', '2012-07-31')"
76,1494,loss,Other
76,1535,scale,Huge
76,1540,method,Modeling and Analysis
76,1575,location,China
76,1575,loss,Other
76,1575,scale,Huge
76,1575,method,Modeling and Analysis
76,1636,location,China
76,1678,loss,Other
76,1688,index,Volume
76,1690,location,China
76,1690,scale,Huge
76,1693,location,China
76,1693,index,Volume
76,1698,location,China
76,1698,method,Modeling and Analysis
76,1701,location,China
76,1701,scale,Huge
76,1701,method,Modeling and Analysis
76,1702,loss,Other
76,1704,location,China
76,1704,index,Volume
76,1704,scale,Huge
76,1704,method,Modeling and Analysis
76,1712,location,China
76,1712,index,Volume
76,1714,loss,Other
76,1728,loss,Other
76,1743,location,China
76,1753,location,China
76,1766,loss,Other
76,1795,location,China
76,1795,loss,Other
76,1814,location,China
76,1814,loss,Other
76,1849,location,China
76,1849,loss,Other
76,1849,scale,Huge
76,1849,method,Modeling and Analysis
76,1850,location,China
76,1865,location,China
76,1865,loss,Other
76,1865,method,Modeling and Analysis
76,1866,location,China
76,1866,loss,Other
76,1888,scale,Huge
76,1899,location,China
76,1899,loss,Other
76,1900,location,China
76,1910,location,China
76,1915,location,China
76,1948,location,China
76,1974,location,China
76,1974,index,Volume
76,1974,scale,Huge
76,1974,method,Modeling and Analysis
76,1975,location,China
76,1975,loss,Other
76,2019,location,China
76,2023,location,China
76,2023,scale,Huge
76,2041,method,Modeling and Analysis
76,2066,method,Modeling and Analysis
83,170,time,"('1986-08-01', '1986-08-31')"
83,170,type,Other
83,188,loss,Huge Loss
83,193,time,"('1998-10-30', '1998-10-30')"
83,295,type,Other
83,295,loss,Huge Loss
83,298,type,Other
83,298,loss,Huge Loss
83,366,type,Other
83,372,time,"('1999-01-01', '1999-12-31')"
83,380,type,Other
83,392,time,"('1999-01-01', '1999-12-31')"
83,414,time,"('1963-01-01', '1963-12-31')"
83,414,loss,Huge Loss
83,425,time,"('1986-01-01', '1999-12-31')"
83,433,time,"('1991-09-01', '1991-09-30')"
83,454,type,Other
83,454,loss,Huge Loss
83,465,time,"('1997-01-01', '1997-12-31')"
83,465,loss,Huge Loss
83,473,time,"('1996-01-01', '1996-12-31')"
83,501,type,Other
83,501,loss,Huge Loss
83,534,time,"('1999-12-15', '1999-12-16')"
83,534,loss,Huge Loss
83,548,type,Other
83,548,loss,Huge Loss
83,549,loss,Huge Loss
83,552,loss,Huge Loss
83,586,loss,Huge Loss
83,613,time,"('1995-02-01', '1995-02-28')"
83,701,time,"('1980-01-01', '1999-12-31')"
83,705,time,"('1999-09-21', '1999-09-21')"
83,705,loss,Huge Loss
83,706,time,"('1960-05-22', '1960-05-22')"
83,725,loss,Huge Loss
83,756,time,"('1984-01-01', '1999-12-31')"
